股票,名稱,市場,族群,日期,收盤價,漲幅%,MA5,EMA20,KD-K,KD-D,MACD,SIGNAL,成交量,量比,成交值(億),60日高點,20日支撐,距離前高%,RR,AI分數,交易品質,熱門排行
2886,兆豐金融控股股份有限公司,上市,金融保險,2026-05-14,39.3,-0.63,39.67,39.54,44.61,49.31,0.03,0.06,14253283,0.6,5.6,40.95,39.0,4.03,5.5,3,偏弱,277
1102,亞洲水泥股份有限公司,上市,水泥工業,2026-05-14,35.2,-0.28,34.94,35.13,47.61,33.47,-0.07,-0.04,13219801,1.37,4.65,36.05,34.6,2.36,1.42,3,偏弱,278
3030,德律科技股份有限公司,上市,其他電子,2026-05-14,402.5,-2.78,402.2,366.79,71.56,73.6,33.39,31.85,1093164,0.18,4.4,417.5,308.0,3.59,0.16,3,偏弱,279
2912,統一超商股份有限公司,上市,貿易百貨,2026-05-14,226.5,0.44,227.5,227.43,29.03,32.3,0.06,0.6,1370508,0.55,3.1,238.5,224.0,5.03,4.8,3,偏弱,280
3501,維熹科技股份有限公司,上市,電子零組件,2026-05-14,38.8,-9.56,44.19,46.08,14.46,24.48,-1.32,-0.63,2706500,7.63,1.05,52.1,38.8,25.53,0.0,3,偏弱,281
8104,錸寶科技股份有限公司,上市,光電,2026-05-14,34.75,2.81,34.31,34.59,40.39,37.99,-0.12,-0.06,2032064,1.07,0.71,40.0,33.25,13.12,3.5,3,偏弱,282
2483,百容電子股份有限公司,上市,電子零組件,2026-05-14,24.3,4.74,23.92,23.17,52.95,58.51,0.57,0.52,792001,1.6,0.19,24.6,21.7,1.22,0.12,3,偏弱,283
4414,如興股份有限公司,上市,紡織纖維,2026-05-14,10.35,4.23,10.03,10.33,41.52,20.2,-0.27,-0.29,829992,1.89,0.09,12.2,9.91,15.16,4.2,3,偏弱,284
6645,金萬林企業股份有限公司,上市,生技醫療,2026-05-14,12.35,-3.89,12.81,13.01,37.05,31.0,-0.31,-0.35,196794,4.07,0.02,17.8,12.35,30.62,0.0,3,偏弱,285
2474,可成科技股份有限公司,上市,其他電子,2026-05-14,190.5,-5.93,202.3,206.09,12.01,17.17,0.28,3.3,7440252,1.11,14.17,231.5,190.5,17.71,0.0,2,偏弱,286
2354,鴻準精密工業股份有限公司,上市,其他電子,2026-05-14,59.0,-2.8,61.04,57.11,67.22,71.33,2.33,1.67,16023419,0.86,9.45,64.3,50.9,8.24,0.65,2,偏弱,287
1727,臺灣中華化學工業股份有限公司,上市,化學工業,2026-05-14,79.5,-0.62,77.34,72.62,58.58,60.8,6.15,6.39,8074638,0.51,6.42,83.2,54.2,4.45,0.15,2,偏弱,288
2855,統一綜合證券股份有限公司,上市,金融保險,2026-05-14,40.15,-3.6,41.46,37.77,72.66,81.11,2.42,2.03,11538138,1.2,4.63,43.7,32.45,8.12,0.46,2,偏弱,289
6005,群益金鼎證券股份有限公司,上市,金融保險,2026-05-14,31.6,-1.25,31.62,29.9,76.68,75.37,0.93,0.58,13077995,0.67,4.13,32.25,27.6,2.02,0.16,2,偏弱,290
6215,和椿科技股份有限公司,上市,其他電子,2026-05-14,119.0,-1.24,119.4,112.48,67.51,71.84,4.2,2.91,3382496,1.02,4.03,126.0,100.5,5.56,0.38,2,偏弱,291
3032,偉訓科技股份有限公司,上市,電子零組件,2026-05-14,80.1,-2.91,77.94,70.04,85.75,82.68,3.88,1.85,3070275,2.12,2.46,82.5,61.1,2.91,0.13,2,偏弱,292
8374,羅昇企業股份有限公司,上市,電機機械,2026-05-14,94.0,4.1,90.72,85.55,71.12,68.15,4.18,3.44,2345118,1.62,2.2,94.0,74.9,0.0,0.0,2,偏弱,293
6579,研揚科技股份有限公司,上市,電腦及週邊,2026-05-14,147.5,-1.99,142.6,130.61,86.73,81.91,7.66,5.16,1376297,2.46,2.03,150.5,117.0,1.99,0.1,2,偏弱,294
6168,宏齊科技股份有限公司,上市,光電,2026-05-14,26.9,4.26,26.43,26.38,50.86,54.6,0.36,0.5,7289161,0.93,1.96,29.95,24.05,10.18,1.07,2,偏弱,295
6861,睿生光電股份有限公司,上市,生技醫療,2026-05-14,450.0,7.14,412.2,327.27,84.51,84.25,70.73,60.63,329831,0.18,1.48,450.0,148.0,0.0,0.0,2,偏弱,296
4952,凌通科技股份有限公司,上市,半導體,2026-05-14,52.0,2.77,50.82,48.1,69.34,60.25,1.98,1.72,2573304,1.64,1.34,53.5,42.2,2.8,0.15,2,偏弱,297
6806,森崴能源股份有限公司,上市,綠能環保,2026-05-14,17.3,-9.9,19.12,22.41,10.28,15.27,-3.33,-3.47,5115761,4.86,0.89,47.55,17.3,63.62,0.0,2,偏弱,298
6901,鑽石生技投資股份有限公司,上市,其他,2026-05-14,14.25,-3.39,13.9,13.88,57.14,42.95,-0.11,-0.23,4829322,3.26,0.69,17.5,13.0,18.57,2.6,2,偏弱,299
6924,榮惠集團(開曼)股份有限公司,上市,電子零組件,2026-05-14,120.0,-2.83,110.7,97.46,87.5,79.54,8.74,5.9,287212,2.83,0.34,123.5,81.6,2.83,0.09,2,偏弱,300
2852,第一產物保險股份有限公司,上市,金融保險,2026-05-14,26.5,0.76,26.25,26.17,60.17,59.13,0.02,-0.03,1093326,3.23,0.29,27.7,26.0,4.33,2.4,2,偏弱,301
8473,山林水環境工程股份有限公司,上市,綠能環保,2026-05-14,34.35,2.08,34.14,35.54,16.76,14.21,-0.93,-0.76,761343,1.42,0.26,41.1,33.65,16.42,9.64,2,偏弱,302
1720,生達化學製藥股份有限公司,上市,生技醫療,2026-05-14,61.8,0.32,61.28,61.59,54.15,48.1,-0.37,-0.46,386530,1.31,0.24,65.6,60.7,5.79,3.45,2,偏弱,303
4106,雃博股份有限公司,上市,生技醫療,2026-05-14,22.9,-1.93,22.57,22.42,67.69,63.3,0.07,-0.02,381100,2.54,0.09,23.45,22.05,2.35,0.65,2,偏弱,304
1733,五鼎生物技術股份有限公司,上市,生技醫療,2026-05-14,28.8,0.17,28.57,28.77,57.73,42.21,-0.25,-0.28,158039,1.06,0.05,30.8,28.2,6.49,3.33,2,偏弱,305
3557,嘉威生活股份有限公司,上市,居家生活,2026-05-14,28.35,9.88,27.48,29.37,23.65,16.17,-0.98,-0.62,158395,1.4,0.04,34.95,25.8,18.88,2.59,2,偏弱,306
6431,光麗生技控股股份有限公司,上市,生技醫療,2026-05-14,21.0,0.0,20.89,20.66,67.57,58.57,-0.4,-0.67,117005,0.72,0.02,27.2,19.3,22.79,3.65,2,偏弱,307
2312,金寶電子工業股份有限公司,上市,其他電子,2026-05-14,28.25,-2.92,28.93,27.55,50.79,56.77,1.21,1.23,32689164,0.47,9.23,30.1,24.55,6.15,0.5,1,偏弱,308
1216,統一企業股份有限公司,上市,食品工業,2026-05-14,74.8,-0.53,74.04,72.03,78.82,62.04,0.51,-0.04,12303217,0.86,9.2,75.2,68.7,0.53,0.07,1,偏弱,309
1711,臺灣永光化學工業股份有限公司,上市,化學工業,2026-05-14,50.8,-0.97,53.54,52.83,19.49,38.68,3.27,4.72,15629388,0.51,7.94,62.0,43.6,18.06,1.56,1,偏弱,310
2890,永豐金融控股股份有限公司,上市,金融保險,2026-05-14,30.5,-0.16,30.64,31.19,27.32,27.25,-0.37,-0.25,23945011,0.8,7.3,33.3,30.5,8.41,0.0,1,偏弱,311
4739,康普材料科技股份有限公司,上市,化學工業,2026-05-14,101.5,0.5,97.18,91.88,71.4,63.23,3.94,2.92,6815427,1.08,6.92,101.5,83.0,0.0,0.0,1,偏弱,312
2542,興富發建設股份有限公司,上市,建材營造,2026-05-14,43.15,1.05,41.72,39.52,85.66,80.77,1.54,1.12,14713590,1.03,6.35,43.15,33.9,0.0,0.0,1,偏弱,313
2347,聯強國際股份有限公司,上市,電子通路,2026-05-14,83.3,0.24,83.98,82.74,46.29,55.68,1.33,1.57,4256355,0.87,3.55,86.4,80.1,3.59,0.97,1,偏弱,314
5876,上海商業儲蓄銀行股份有限公司,上市,金融保險,2026-05-14,40.3,0.0,39.89,39.48,74.62,59.06,0.11,-0.05,7723585,0.83,3.11,40.65,38.4,0.86,0.18,1,偏弱,315
1904,正隆股份有限公司,上市,造紙工業,2026-05-14,19.95,5.0,18.29,18.24,63.09,40.32,-0.0,-0.17,7560494,3.72,1.51,20.15,17.45,0.99,0.08,1,偏弱,316
2495,普安科技股份有限公司,上市,電腦及週邊,2026-05-14,36.4,2.54,36.23,38.73,14.3,19.87,-0.28,0.65,3354135,0.33,1.22,45.2,35.5,19.47,9.78,1,偏弱,317
6869,雲豹能源科技股份有限公司,上市,綠能環保,2026-05-14,82.4,-5.83,85.8,85.62,51.84,58.22,-1.3,-1.86,1246605,1.9,1.03,113.5,81.2,27.4,25.92,1,偏弱,318
3550,聯穎科技股份有限公司,上市,電子零組件,2026-05-14,21.05,4.99,20.83,20.61,32.72,43.89,0.52,0.65,3853543,0.88,0.81,23.5,18.4,10.43,0.92,1,偏弱,319
3694,海華科技股份有限公司,上市,通信網路,2026-05-14,58.1,4.5,57.32,59.08,25.1,31.39,-0.28,0.34,1197061,0.93,0.7,62.4,55.6,6.89,1.72,1,偏弱,320
2423,固緯電子實業股份有限公司,上市,其他電子,2026-05-14,73.4,9.88,65.52,60.83,72.7,63.67,4.24,3.47,793796,1.6,0.58,73.4,50.8,0.0,0.0,1,偏弱,321
6117,迎廣科技股份有限公司,上市,電腦及週邊,2026-05-14,81.5,3.43,80.3,82.37,18.88,25.5,0.91,2.12,590896,0.48,0.48,90.7,78.8,10.14,3.41,1,偏弱,322
3031,佰鴻工業股份有限公司,上市,光電,2026-05-14,30.0,2.39,29.74,30.04,22.26,23.1,0.81,1.41,1587008,0.25,0.48,33.75,29.3,11.11,5.36,1,偏弱,323
2762,世界健身股份有限公司,上市,運動休閒,2026-05-14,83.9,5.93,77.88,75.18,84.73,73.28,1.44,0.39,491405,3.98,0.41,83.9,72.4,0.0,0.0,1,偏弱,324
6152,百一電子股份有限公司,上市,通信網路,2026-05-14,15.8,1.94,15.14,15.17,68.47,53.54,-0.44,-0.71,2576114,0.93,0.41,22.05,13.5,28.34,2.72,1,偏弱,325
6835,圓裕企業股份有限公司,上市,電子零組件,2026-05-14,38.0,-1.3,38.28,38.36,37.55,31.9,-0.16,-0.14,712000,1.51,0.27,41.5,37.2,8.43,4.38,1,偏弱,326
6558,興能高科技股份有限公司,上市,其他電子,2026-05-14,30.6,4.26,30.01,29.67,47.98,38.14,0.08,-0.05,888050,1.32,0.27,35.85,28.85,14.64,3.0,1,偏弱,327
4532,瑞智精密股份有限公司,上市,電機機械,2026-05-14,23.3,1.08,23.13,23.55,52.98,39.36,-0.55,-0.64,1061693,0.94,0.25,27.45,22.85,15.12,9.22,1,偏弱,328
6668,中揚光電股份有限公司,上市,光電,2026-05-14,37.5,3.73,36.6,36.13,49.44,47.86,0.45,0.35,643015,0.91,0.24,39.1,33.9,4.09,0.44,1,偏弱,329
6243,迅杰科技股份有限公司,上市,半導體,2026-05-14,34.9,4.65,34.3,33.61,38.14,38.25,0.77,0.78,619495,0.89,0.22,36.35,30.05,3.99,0.3,1,偏弱,330
4942,嘉彰股份有限公司,上市,光電,2026-05-14,37.25,-1.72,37.81,37.96,26.75,29.2,-0.11,-0.03,352000,3.08,0.13,38.9,37.25,4.24,0.0,1,偏弱,331
6792,詠業科技股份有限公司,上市,通信網路,2026-05-14,59.5,3.48,57.68,58.2,36.37,27.63,-0.02,0.04,112001,1.2,0.07,63.5,56.1,6.3,1.18,1,偏弱,332
6573,虹揚發展科技股份有限公司,上市,半導體,2026-05-14,13.15,-3.66,13.06,12.96,64.04,53.75,0.01,-0.09,235000,1.1,0.03,15.15,12.3,13.2,2.35,1,偏弱,333
6918,愛派司生技股份有限公司,上市,生技醫療,2026-05-14,76.0,-1.55,76.84,75.87,43.4,42.18,-0.43,-1.03,44076,0.54,0.03,85.7,73.4,11.32,3.73,1,偏弱,334
4943,開曼康而富控股股份有限公司,上市,電子零組件,2026-05-14,9.33,0.32,9.28,9.74,29.88,22.41,-0.46,-0.48,41831,1.03,0.0,12.7,9.06,26.54,12.48,1,偏弱,335
1326,台灣化學纖維股份有限公司,上市,塑膠工業,2026-05-14,44.95,-2.49,46.57,48.57,9.68,20.47,-0.21,0.68,19550568,0.76,8.79,54.6,44.95,17.67,0.0,0,偏弱,336
1301,台灣塑膠工業股份有限公司,上市,塑膠工業,2026-05-14,46.1,-1.71,47.69,49.33,8.93,18.06,-0.47,0.22,18320813,0.8,8.45,54.5,46.1,15.41,0.0,0,偏弱,337
2002,中國鋼鐵股份有限公司,上市,鋼鐵工業,2026-05-14,18.3,-0.54,18.51,18.9,14.39,21.34,-0.31,-0.26,36040392,0.83,6.6,21.25,18.3,13.88,0.0,0,偏弱,338
2801,彰化商業銀行股份有限公司,上市,金融保險,2026-05-14,20.4,-0.49,20.67,20.88,6.28,11.85,-0.1,-0.01,24966827,1.34,5.09,21.9,20.4,6.85,0.0,0,偏弱,339
8033,雷虎科技股份有限公司,上市,其他,2026-05-14,137.5,-0.44,142.82,145.28,14.2,27.37,-0.78,0.78,3434434,0.59,4.72,162.5,137.5,15.38,0.0,0,偏弱,340
2834,臺灣中小企業銀行股份有限公司,上市,金融保險,2026-05-14,16.0,-0.31,16.09,16.07,14.88,20.84,0.11,0.18,27759422,0.74,4.44,16.9,16.0,5.33,0.0,0,偏弱,341
5880,合作金庫金融控股股份有限公司,上市,金融保險,2026-05-14,22.75,-0.44,22.89,23.08,19.0,27.15,-0.18,-0.15,17596752,1.04,4.0,24.25,22.75,6.19,0.0,0,偏弱,342
3545,敦泰電子股份有限公司,上市,半導體,2026-05-14,57.8,3.77,57.14,53.44,72.84,65.82,2.15,1.67,4904114,1.67,2.83,57.9,49.45,0.17,0.01,0,偏弱,343
9914,美利達工業股份有限公司,上市,運動休閒,2026-05-14,63.8,1.43,59.88,59.86,72.32,56.47,-1.04,-2.09,4001271,2.37,2.55,86.4,55.7,26.16,2.79,0,偏弱,344
5285,界霖科技股份有限公司,上市,半導體,2026-05-14,73.1,0.41,69.98,60.6,85.73,82.51,5.1,3.17,2192240,1.93,1.6,74.5,52.0,1.88,0.07,0,偏弱,345
3356,奇偶科技股份有限公司,上市,光電,2026-05-14,62.7,3.98,59.74,55.77,85.46,80.2,2.69,1.92,2409466,1.97,1.51,62.7,51.2,0.0,0.0,0,偏弱,346
2460,建通精密工業股份有限公司,上市,電子零組件,2026-05-14,33.6,-4.68,33.18,33.93,37.47,27.18,0.69,1.39,2385505,0.85,0.8,39.7,32.0,15.37,3.81,0,偏弱,347
6854,PlayNitride Inc.,上市,半導體,2026-05-14,147.0,1.73,146.3,153.03,14.49,14.02,-1.26,1.36,520286,0.45,0.76,190.5,144.5,22.83,17.4,0,偏弱,348
6541,泰福生技股份有限公司,上市,生技醫療,2026-05-14,38.55,-5.63,39.57,40.13,21.2,21.95,-0.67,-0.75,1093667,2.6,0.42,50.9,38.55,24.26,0.0,0,偏弱,349
2420,新巨企業股份有限公司,上市,電子零組件,2026-05-14,56.9,1.07,56.64,55.39,67.47,64.27,0.95,0.86,610280,1.51,0.35,58.0,54.3,1.9,0.42,0,偏弱,350
8341,日友環保科技股份有限公司,上市,綠能環保,2026-05-14,76.2,0.4,76.04,75.59,66.09,62.59,-0.05,-0.27,354601,1.36,0.27,80.1,74.2,4.87,1.95,0,偏弱,351
3257,虹冠電子工業股份有限公司,上市,半導體,2026-05-14,54.4,-0.0,54.9,54.53,50.41,49.62,-0.07,-0.22,335586,0.83,0.18,65.8,53.3,17.33,10.36,0,偏弱,352
4148,全宇生技控股有限公司,上市,生技醫療,2026-05-14,35.5,-4.31,36.94,37.45,27.2,30.88,-0.81,-0.84,251000,2.98,0.09,43.6,35.5,18.58,0.0,0,偏弱,353
1527,鑽全實業股份有限公司,上市,電機機械,2026-05-14,32.5,-0.15,32.45,32.56,44.46,42.29,-0.08,-0.08,224081,0.94,0.07,34.5,32.25,5.8,8.0,0,偏弱,354
4552,力達控股有限公司,上市,電機機械,2026-05-14,19.95,-0.25,20.03,20.32,37.18,35.88,-0.36,-0.4,117762,0.8,0.02,23.85,19.9,16.35,78.0,0,偏弱,355
2321,東訊股份有限公司,上市,通信網路,2026-05-14,12.8,-2.29,12.81,13.11,64.56,60.3,-0.33,-0.41,7818,0.57,0.0,16.9,12.35,24.26,9.11,0,偏弱,356
4190,佐登妮絲集團股份有限公司,上市,生技醫療,2026-05-14,24.6,-0.61,24.61,25.37,26.72,18.36,-0.72,-0.74,19008,0.52,0.0,29.45,24.5,16.47,48.5,0,偏弱,357
5234,達興材料股份有限公司,上市,光電,2026-05-14,418.0,0.6,417.8,419.64,34.75,30.75,4.39,8.14,559205,0.57,2.34,462.0,398.5,9.52,2.26,-1,偏弱,358
3062,建漢科技股份有限公司,上市,通信網路,2026-05-14,27.05,-2.87,27.71,27.46,59.43,54.8,-0.16,-0.22,7629649,0.78,2.06,32.6,24.9,17.02,2.58,-1,偏弱,359
3704,合勤投資控股股份有限公司,上市,通信網路,2026-05-14,36.7,0.41,36.13,35.55,70.0,62.42,0.41,0.32,4571244,1.43,1.68,38.3,33.8,4.18,0.55,-1,偏弱,360
2323,中環股份有限公司,上市,光電,2026-05-14,10.0,-4.31,10.44,10.53,32.48,44.64,-0.13,-0.13,16623630,2.75,1.66,13.1,10.0,23.66,0.0,-1,偏弱,361
6933,艾瑪斯科技控股股份有限公司,上市,電腦及週邊,2026-05-14,168.5,-8.17,171.8,170.26,45.0,39.61,3.71,4.93,742100,1.44,1.25,196.0,163.0,14.03,5.0,-1,偏弱,362
2457,飛宏科技股份有限公司,上市,電子零組件,2026-05-14,24.7,-1.98,25.02,24.98,52.61,57.47,-0.16,-0.31,2592959,0.89,0.64,31.0,23.75,20.32,6.63,-1,偏弱,363
6873,泓德能源科技股份有限公司,上市,綠能環保,2026-05-14,87.1,-3.22,90.64,89.9,40.13,59.82,-0.28,-0.56,694710,1.1,0.61,120.0,85.6,27.42,21.93,-1,偏弱,364
3060,銘異科技股份有限公司,上市,電腦及週邊,2026-05-14,27.8,-0.89,28.19,28.62,27.44,37.1,-0.52,-0.57,2173181,0.83,0.6,34.8,27.0,20.11,8.75,-1,偏弱,365
3051,力特光電科技股份有限公司,上市,光電,2026-05-14,26.4,3.53,26.05,25.46,24.88,39.56,1.22,1.42,1886056,0.28,0.5,29.85,20.55,11.56,0.59,-1,偏弱,366
6120,達運精密工業股份有限公司,上市,光電,2026-05-14,12.95,0.0,12.93,13.25,28.89,29.58,-0.19,-0.13,3525861,0.93,0.46,15.25,12.65,15.08,7.67,-1,偏弱,367
8162,微矽電子股份有限公司,上市,半導體,2026-05-14,56.2,5.44,54.68,50.85,59.58,60.53,3.46,3.35,827191,0.68,0.46,56.2,41.2,0.0,0.0,-1,偏弱,368
2349,錸德科技股份有限公司,上市,光電,2026-05-14,12.6,-0.0,12.7,12.85,27.83,28.03,-0.2,-0.21,3244250,0.73,0.41,15.8,12.4,20.25,16.0,-1,偏弱,369
1786,科妍生物科技股份有限公司,上市,生技醫療,2026-05-14,51.5,-5.33,54.58,58.01,15.76,18.87,-2.71,-2.2,734021,2.16,0.38,75.5,51.5,31.79,0.0,-1,偏弱,370
2364,倫飛電腦實業股份有限公司,上市,電腦及週邊,2026-05-14,69.0,-2.95,69.02,66.0,71.91,65.12,1.6,0.94,506108,1.6,0.35,71.1,63.0,2.95,0.35,-1,偏弱,371
5306,桂盟國際股份有限公司,上市,運動休閒,2026-05-14,83.4,1.58,82.04,82.58,60.34,47.9,-1.08,-1.48,330081,1.61,0.28,95.0,80.3,12.21,3.74,-1,偏弱,372
9946,三發地產股份有限公司,上市,建材營造,2026-05-14,17.0,1.49,16.64,16.48,80.01,63.35,-0.14,-0.29,1293100,2.19,0.22,18.5,15.6,8.11,1.07,-1,偏弱,373
6863,Arizon RFID Technology,上市,通信網路,2026-05-14,113.0,-2.59,112.7,104.89,70.6,68.9,4.33,2.84,159255,1.14,0.18,118.5,98.7,4.64,0.38,-1,偏弱,374
3622,洋華光電股份有限公司,上市,光電,2026-05-14,55.3,0.36,56.16,56.1,30.28,48.14,-0.36,-0.48,321000,0.85,0.18,62.5,54.7,11.52,12.0,-1,偏弱,375
4137,麗豐股份有限公司,上市,生技醫療,2026-05-14,106.5,1.43,106.2,106.69,41.39,46.78,-0.46,-0.39,157000,0.84,0.17,116.5,104.5,8.58,5.0,-1,偏弱,376
3447,展達通訊股份有限公司,上市,通信網路,2026-05-14,36.3,-3.97,38.12,38.37,32.94,47.5,-0.43,-0.39,432100,2.06,0.16,43.7,36.3,16.93,0.0,-1,偏弱,377
3015,全漢企業股份有限公司,上市,電子零組件,2026-05-14,50.1,-1.76,50.62,50.68,38.96,44.43,-0.09,-0.11,287004,0.83,0.14,56.0,49.6,10.54,11.8,-1,偏弱,378
9930,中聯資源股份有限公司,上市,綠能環保,2026-05-14,69.1,-0.43,69.56,69.9,19.54,28.43,-0.26,-0.18,189209,2.21,0.13,72.4,69.1,4.56,0.0,-1,偏弱,379
6534,正瀚生技股份有限公司,上市,生技醫療,2026-05-14,94.2,-2.59,96.42,95.48,66.56,64.86,0.85,1.22,129034,0.74,0.12,102.0,92.5,7.65,4.59,-1,偏弱,380
1423,利華羊毛工業股份有限公司,上市,紡織纖維,2026-05-14,40.55,1.5,40.42,40.77,30.08,31.17,0.03,0.23,244001,3.42,0.1,42.3,39.95,4.14,2.92,-1,偏弱,381
5484,慧友電子股份有限公司,上市,光電,2026-05-14,37.7,-1.82,38.25,38.67,29.22,40.74,-0.4,-0.42,272520,0.72,0.1,44.7,36.85,15.66,8.24,-1,偏弱,382
6281,全國電子股份有限公司,上市,電子通路,2026-05-14,51.7,2.58,51.12,51.45,72.61,59.97,-1.16,-1.57,178067,1.13,0.09,61.1,48.85,15.38,3.3,-1,偏弱,383
3607,谷崧精密工業股份有限公司,上市,電子零組件,2026-05-14,14.45,1.05,14.45,14.56,30.91,30.46,-0.04,0.02,610001,1.12,0.09,15.5,14.3,6.77,7.0,-1,偏弱,384
3038,全台晶像股份有限公司,上市,光電,2026-05-14,23.05,1.99,22.69,22.72,47.39,45.19,0.18,0.25,380473,0.77,0.09,23.8,22.45,3.15,1.25,-1,偏弱,385
4133,亞諾法生技股份有限公司,上市,生技醫療,2026-05-14,21.2,-0.93,21.54,21.88,22.24,27.38,-0.37,-0.36,367217,2.53,0.08,26.05,21.2,18.62,0.0,-1,偏弱,386
2739,寒舍餐旅管理顧問股份有限公司,上市,觀光餐旅,2026-05-14,34.7,2.06,34.5,34.67,39.56,46.22,-0.06,0.01,217026,1.65,0.08,37.75,34.0,8.08,4.36,-1,偏弱,387
1515,力山工業股份有限公司,上市,電機機械,2026-05-14,22.15,-1.99,22.76,22.68,45.22,48.48,-0.33,-0.46,344165,0.76,0.08,27.0,21.75,17.96,12.13,-1,偏弱,388
1734,杏輝藥品工業股份有限公司,上市,生技醫療,2026-05-14,30.65,-0.49,30.72,31.2,33.98,26.08,-0.21,-0.08,255383,0.72,0.08,32.3,30.55,5.11,16.5,-1,偏弱,389
6657,華安醫學股份有限公司,上市,生技醫療,2026-05-14,39.8,-0.87,40.11,41.64,22.95,20.36,-1.1,-0.91,172762,0.46,0.07,50.6,39.7,21.34,108.0,-1,偏弱,390
6128,上福全球科技股份有限公司,上市,電腦及週邊,2026-05-14,19.6,-3.45,20.19,20.57,18.27,25.7,-0.38,-0.37,320200,2.39,0.06,26.65,19.6,26.45,0.0,-1,偏弱,391
6136,富爾特科技股份有限公司,上市,通信網路,2026-05-14,25.0,0.6,25.31,25.27,32.41,31.08,0.07,0.21,232004,0.2,0.06,28.0,24.0,10.71,3.0,-1,偏弱,392
6771,平和環保科技股份有限公司,上市,綠能環保,2026-05-14,42.0,-2.33,43.26,44.04,4.57,9.52,-0.4,-0.12,109380,2.62,0.05,46.0,42.0,8.7,0.0,-1,偏弱,393
6581,台灣鋼聯股份有限公司,上市,綠能環保,2026-05-14,107.0,-0.93,108.2,108.07,38.42,43.5,0.0,0.03,50000,2.03,0.05,113.0,107.0,5.31,0.0,-1,偏弱,394
6598,Applied BioCode Corporation,上市,生技醫療,2026-05-14,23.75,-1.66,23.29,22.84,67.18,63.55,0.11,-0.14,221437,1.41,0.05,25.65,21.45,7.41,0.83,-1,偏弱,395
4545,銘鈺精密工業股份有限公司,上市,電子零組件,2026-05-14,29.95,0.17,30.1,30.4,28.86,31.62,-0.36,-0.41,155397,0.95,0.05,35.85,29.45,16.46,11.8,-1,偏弱,396
1558,伸興工業股份有限公司,上市,電機機械,2026-05-14,90.5,-0.44,91.22,91.68,28.08,41.73,-0.58,-0.59,56133,0.87,0.05,101.0,90.0,10.4,21.0,-1,偏弱,397
1324,地球綜合工業股份有限公司,上市,塑膠工業,2026-05-14,10.3,0.49,10.27,10.6,18.14,13.76,-0.23,-0.18,360618,2.05,0.04,12.75,10.2,19.22,24.5,-1,偏弱,398
1783,和康生物科技股份有限公司,上市,生技醫療,2026-05-14,38.3,-0.52,38.78,39.72,22.39,35.98,-0.96,-0.97,92051,0.63,0.04,45.6,38.1,16.01,36.5,-1,偏弱,399
3164,景岳生物科技股份有限公司,上市,生技醫療,2026-05-14,17.2,-0.58,17.42,17.67,17.47,18.34,-0.18,-0.14,135157,2.34,0.02,18.7,17.2,8.02,0.0,-1,偏弱,400
2380,虹光精密工業股份有限公司,上市,電腦及週邊,2026-05-14,5.86,1.03,5.79,5.63,63.73,64.34,0.1,0.05,313001,0.94,0.02,7.0,5.0,16.29,1.33,-1,偏弱,401
1517,利奇機械工業股份有限公司,上市,電機機械,2026-05-14,10.1,-0.0,10.11,10.44,11.69,10.36,-0.3,-0.29,232397,0.9,0.02,12.45,10.05,18.88,47.0,-1,偏弱,402
1530,亞崴機電股份有限公司,上市,電機機械,2026-05-14,26.4,-0.19,26.45,26.58,56.07,47.51,-0.18,-0.18,26216,0.72,0.01,29.4,25.95,10.2,6.67,-1,偏弱,403
6641,基士德科技股份有限公司,上市,綠能環保,2026-05-14,18.35,-0.81,18.74,18.66,22.7,29.46,-0.04,-0.07,41000,0.39,0.01,22.15,18.15,17.16,19.0,-1,偏弱,404
2369,菱生精密工業股份有限公司,上市,半導體,2026-05-14,30.25,-0.66,30.72,30.92,29.0,41.29,0.18,0.32,9891904,0.63,2.99,35.75,29.05,15.38,4.58,-2,偏弱,405
6412,群光電能科技股份有限公司,上市,電子零組件,2026-05-14,91.7,-3.98,92.66,86.11,72.3,71.99,3.75,2.36,3052368,0.98,2.8,97.1,76.6,5.56,0.36,-2,偏弱,406
4961,天鈺科技股份有限公司,上市,半導體,2026-05-14,174.5,0.58,173.2,162.8,75.67,65.96,5.71,4.14,1544739,0.81,2.7,177.5,152.5,1.69,0.14,-2,偏弱,407
3535,晶彩科技股份有限公司,上市,光電,2026-05-14,122.0,-2.4,125.8,126.91,18.59,35.23,1.45,2.51,2200396,0.28,2.68,148.5,114.0,17.85,3.31,-2,偏弱,408
3013,晟銘電子科技股份有限公司,上市,電腦及週邊,2026-05-14,105.5,-1.4,108.3,107.71,29.8,32.94,0.64,1.17,2209544,0.43,2.33,121.0,104.5,12.81,15.5,-2,偏弱,409
6937,天虹科技股份有限公司,上市,半導體,2026-05-14,300.0,-0.66,300.9,304.59,20.18,28.29,6.22,10.48,712101,0.54,2.14,337.0,293.0,10.98,5.29,-2,偏弱,410
6962,ITH Corporation,上市,半導體,2026-05-14,37.25,-2.23,37.9,36.21,67.44,59.28,0.93,0.79,5216300,0.7,1.94,39.95,33.8,6.76,0.78,-2,偏弱,411
2338,台灣光罩股份有限公司,上市,半導體,2026-05-14,48.15,-0.93,49.75,48.95,28.72,39.4,0.75,0.87,3999588,0.45,1.93,56.1,46.35,14.17,4.42,-2,偏弱,412
